State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Progress (%)
ANDHRA PRADESH,ROAD TRANSPORT AND,101,4 LANING OF NH 544D FROM EXISTING KM 346.300 OF NH 44 (DESIGN CHAINAGE KM 0.000) TO KM 39.380 (DESIG,NHAI,N24001980,10/2022,7/2025,N.A.,7/2025,907.76,N.A.,907.76,271.76,60.21
ANDHRA PRADESH,ROAD TRANSPORT AND,102,CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,NHAI,N24001981,7/2022,10/2025,N.A.,10/2025,"1,398.84",N.A.,"1,398.84",58.68,8.39
ANDHRA PRADESH,ROAD TRANSPORT AND,103,4L PS FROM KURNOOL (EXISTING KM. 5.400 OF NH- 40/DESIGN KM.0.000) TO MANDLEM (EXISTING KM.38.000/DESI,NHAI,N24001982,3/2023,10/2025,N.A.,10/2025,827.39,N.A.,827.39,302.24,86.42
ANDHRA PRADESH,ROAD TRANSPORT AND,104,4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA ?,NHAI,N24001983,10/2022,8/2025,N.A.,8/2025,972.63,N.A.,"1,055.23",231.92,40.11
ANDHRA PRADESH,ROAD TRANSPORT AND,105,4L PS FROM MANDLEM (EXISTING KM. 38.000/DESIGN KM.30.600) TO ATMAKUR (EXISTING KM.73.000/DESIGN KM 6,NHAI,N24001984,3/2023,10/2025,N.A.,10/2025,887.28,N.A.,887.28,142.48,34.92
ANDHRA PRADESH,ROAD TRANSPORT AND,106,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-II) FROM KM.96.000 TO KM 127.000 (BAIREDDYPALLE TO BANGAR,NHAI,N24001985,3/2021,6/2025,N.A.,6/2025,"1,942.94","2,171.00","2,171.00","1,099.84",44.2
ANDHRA PRADESH,ROAD TRANSPORT AND,107,4L OF PILERU TO KALUR SECTION FROM KM 55.900 TO KM 92.800 AND KM 94.500 TO KM 95.717,NHAI,N24001986,10/2023,4/2025,N.A.,4/2025,"1,047.32",N.A.,"1,047.32",258.82,68.25
ANDHRA PRADESH,ROAD TRANSPORT AND,108,"CONSTRUCTION OF 1 NOS ROB, 2 NOS VUPS, SERVICE ROADS, PROVISION OF LIGHTING AND CONSTRUCTION OF OTHE",NHAI,N24001987,6/2023,12/2024,N.A.,12/2024,152.05,N.A.,152.05,112.00,63.55
ANDHRA PRADESH,ROAD TRANSPORT AND,109,6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O,NHAI,N24001988,2/2021,10/2025,N.A.,10/2025,591.99,703.00,703.00,284.63,44.03
ANDHRA PRADESH,ROAD TRANSPORT AND,110,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,NHAI,N24002033,7/2022,12/2025,N.A.,12/2025,909.47,N.A.,909.47,97.03,17.02
ANDHRA PRADESH,WATER RESOURCES,111,POLAVARAM IRRIGATION PROJECT,PPA,N30000002,2/2009,3/2020,N.A.,3/2026,"10,151.04",N.A.,"55,548.87","21,644.53",77
ARUNACHAL PRADESH,CIVIL AVIATION,112,CONSTRUCTION OF NEW GREEN FIELD AIRPORT AT HOLLONGI ITANAGAR ARUNACHAL PRADESH,AAI,N04000092,2/2019,8/2022,Mar-25,3/2025,645.63,N.A.,712.15,672.23,98.72
ARUNACHAL PRADESH,POWER,113,SUBANSIRI LOWER H.E.P (8X250 MW) (NHPC),NHPC,180100221,9/2003,9/2010,N.A.,5/2026,"6,285.33",N.A.,"21,247.54","22,697.90",94.24
ARUNACHAL PRADESH,POWER,114,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,NHPC,N18000362,2/2023,2/2032,N.A.,2/2032,"31,876.39",N.A.,"31,876.39","2,708.12",13.41
ARUNACHAL PRADESH,ROAD TRANSPORT AND,115,TWO LANING OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM DESIGN KM. 138+000 TO KM. 154+036 [EX,NHIDCL,N24000683,2/2017,11/2023,Mar-24,12/2024,180.57,244.10,180.57,157.17,93.21
ARUNACHAL PRADESH,ROAD TRANSPORT AND,116,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDERS OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM EXI,NHIDCL,N24000685,2/2017,4/2022,Nov-23,11/2023,167.28,N.A.,167.28,145.20,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,117,CONSTRUCTION OF 2-LANE ROAD WITH PAVED SHOULDERS FROM KM16.00 OF ROING-HUNLI SECTION TO KM 21.500 OF,NHIDCL,N24000946,3/2017,3/2022,Jun-25,6/2025,"1,718.59","1,718.59","1,718.59",683.02,69.15
ARUNACHAL PRADESH,ROAD TRANSPORT AND,118,CONSTRUCTION OF 2 LANING OF EXISTING HUNLI-ANINI ROAD ON EPC BASIS FROM DESIGN KM 53.500 TO KM 92.50,NHIDCL,N24000948,9/2016,12/2019,Aug-24,9/2024,568.92,568.92,568.92,508.65,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,119,TWO-LANING OF HAYULIANG? HAWAI BYPASS ROAD ON EPC BASIS FROM DESIGN KM. 51.825 TO KM. 63.131 EXISTI,NHIDCL,N24000979,1/2017,5/2023,May-23,3/2025,256.66,N.A.,256.66,0.00,63.59
ARUNACHAL PRADESH,ROAD TRANSPORT AND,120,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF ARROWA-KHUPA-HAYULIANG SECTION OF NH-113 FROM CH.68.,NHIDCL,N24001244,8/2020,4/2022,Feb-25,2/2025,301.06,N.A.,301.06,149.78,64.91
ARUNACHAL PRADESH,ROAD TRANSPORT AND,121,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF DEMWE-BRAHMAKUND SECTION OF NH-13 FROM CH.0.00 KM TO,NHIDCL,N24001245,9/2020,5/2022,Oct-22,3/2024,353.90,N.A.,353.90,41.82,25.38
ARUNACHAL PRADESH,ROAD TRANSPORT AND,122,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 77.95 TO KM 117.56 (PACKAGE,MoRTH,N24001291,3/2019,3/2027,N.A.,3/2027,421.48,N.A.,421.48,365.83,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,123,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 117.56 TO KM 163.59 (PACKAGE,MoRTH,N24001292,3/2019,3/2027,N.A.,3/2027,543.05,N.A.,600.00,588.85,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,124,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 206.66 TO KM 247.05 (PACKAGE,MoRTH,N24001293,3/2019,3/2027,N.A.,3/2027,486.70,N.A.,486.70,480.44,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,125,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 163.59 TO KM 206.66 (PACKAGE,MoRTH,N24001297,3/2019,3/2027,N.A.,3/2027,450.65,N.A.,450.65,371.45,95.25
ARUNACHAL PRADESH,ROAD TRANSPORT AND,126,TADADEGE - HENKAR,NHIDCL,N24001315,2/2021,3/2023,Jun-24,9/2024,550.45,N.A.,550.45,113.92,44.15
ARUNACHAL PRADESH,ROAD TRANSPORT AND,127,LADDA - BASAI,NHIDCL,N24001316,2/2021,4/2023,Jan-25,3/2025,445.96,N.A.,445.96,119.09,50.12
ARUNACHAL PRADESH,ROAD TRANSPORT AND,128,DOGINALA - GAU,NHIDCL,N24001320,12/2020,9/2022,N.A.,12/2024,242.30,N.A.,242.30,21.47,17.81
ARUNACHAL PRADESH,ROAD TRANSPORT AND,129,BALANCE WORK 2-LANING OF LALPUL MANMAO CHANGLANG ROAD (NH-215) ON EPC MODE IN THE STATE OF ARUNACH,MoRTH,N24001372,2/2021,3/2024,Dec-24,12/2024,588.09,N.A.,588.09,480.10,97.15
ARUNACHAL PRADESH,ROAD TRANSPORT AND,130,4-LANING OF ITANAGAR TO BANDARDEWA SECTION OF NH- 415 FROM KM 51+700 TO KM 59+199 (PACKAGE-C) ON EPC,MoRTH,N24001374,6/2020,3/2027,N.A.,3/2027,437.60,N.A.,437.60,365.27,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,131,4 LANING OF ITANAGAR TO BANDARDEWA SECTION OF NH- 415 FROM KM 40+430 TO KM 51+735 (PACKAGE B) ON EPC,MoRTH,N24001375,6/2020,3/2027,N.A.,3/2027,496.47,N.A.,496.47,142.07,36.09
ARUNACHAL PRADESH,ROAD TRANSPORT AND,132,JORAM ? KOLORIANG ROAD FROM EXISTING KM 50.050 TO KM 70.00 (PKG-3),NHIDCL,N24001390,8/2020,4/2022,Aug-24,9/2024,228.71,N.A.,228.71,98.86,99.52
ARUNACHAL PRADESH,ROAD TRANSPORT AND,133,JORAM ? KOLORIANG ROAD FROM EXISTING KM 70.00 TO KM 88.700 (PKG-4),NHIDCL,N24001391,8/2020,4/2022,Feb-24,9/2024,294.04,N.A.,294.04,147.13,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,134,JORAM ? KOLORIANG ROAD FROM EXISTING KM122.600 TO KM138.00 (PKG-7),NHIDCL,N24001393,8/2020,4/2022,Feb-24,12/2024,184.88,N.A.,184.88,97.69,95.84
ASSAM,CIVIL AVIATION,135,CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AT LGBI AIRPORT GUWAHATI,AAI,N04000083,12/2016,3/2021,N.A.,5/2025,"1,142.00",N.A.,"2,333.00","1,456.65",71.26
ASSAM,HEALTH AND FAMILY WELFARE,136,"ALL INDIA INSTITUTE OF MEDICAL SCIENCE AT GUWAHATI, ASSAM",HITES,N21000027,5/2017,5/2021,Apr-23,11/2024,875.00,873.92,860.00,769.30,99.16
ASSAM,PETROLEUM,137,DEVELOPMENT OF SURFACE FACILITIES FOR PRODUCTION AND EVACUATION OF CRUDE OIL AND NATURAL GAS FROM NA,OIL,N16000331,1/2018,2/2020,Dec-24,3/2025,543.91,N.A.,670.90,491.56,93.83
ASSAM,PETROLEUM,138,NUMALIGARH REFINERY EXPANSION PROJECT 6 MMTPA REFINARY,NRL,N16000379,1/2019,10/2024,N.A.,12/2025,"12,366.00",N.A.,"18,968.00","13,507.74",66.46
ASSAM,PETROLEUM,139,NUMALIGARH REFINERY EXPANSION PROJECT COIT AND PIPELINES,NRL,N16000394,1/2019,10/2024,N.A.,9/2025,"10,228.00",N.A.,"9,058.00","8,531.03",79.6
ASSAM,PETROLEUM,140,EXPANSION OF GUWAHATI REFINERY FROM 1 TO 1.2 MMTPA ALONG WITH INSTALLATION OF CATALYTIC REFORMING UN,IOCL,N16000414,5/2021,10/2023,Feb-25,5/2026,412.00,509.84,509.84,361.16,79
ASSAM,PETROLEUM,141,"GAS ASSISTED GRAVITY DRAINAGE SCHEME, KASOMARIGAON",ONGC,N16000433,8/2021,2/2023,Jun-24,11/2024,218.38,N.A.,218.38,218.00,100
ASSAM,PETROLEUM,142,"REVAMPING OF FACILITIES AT EXISTING GUWAHATI TERMINAL, ASSAM",IOCL,N16000441,3/2022,7/2026,Sep-26,9/2026,277.00,N.A.,277.00,158.41,54
ASSAM,PETROLEUM,143,UPGRADATION OF FACILITIES OF NUMALIGARH-SILIGURI PRODUCT PIPELINE (NSPL) FOR TRANSPORTATION OF ADDIT,OIL,N16000449,6/2021,12/2024,Apr-25,4/2025,860.00,N.A.,860.00,440.01,90.01
ASSAM,PETROLEUM,144,"PROJECT TO CONSTRUCT A FIELD GAS GATHERING STATION AT BAGHJAN AREA FOR COLLECTION,PROCESSING",OIL,N16000450,12/2020,7/2024,Mar-24,6/2025,430.76,N.A.,430.76,273.92,74.49
ASSAM,PETROLEUM,145,CAPACITY EXPANSION OF DIGBOI REFINERY FROM 0.65 TO 1.0 MMTPA,IOCL,N16000457,6/2022,10/2025,N.A.,3/2026,768.00,N.A.,768.00,64.39,10.2
ASSAM,PETROLEUM,146,"CONSTRUCTION OF LPG FACILITIES AT KAMARDANGA, ASSAM",HPCL,N16000484,3/2023,7/2027,Jul-27,7/2027,156.36,156.36,156.36,5.61,13
ASSAM,PETROLEUM,147,"SETTING UP OF NEW RAIL FED POL FACILITY AT KAMARDANGA, ASSAM",HPCL,N16000494,3/2023,7/2027,Jul-27,7/2027,384.04,N.A.,384.04,43.92,9
ASSAM,PETROLEUM,148,POWER RECOVERY TURBINE IN PFCCU,NRL,N16000510,3/2023,7/2025,N.A.,7/2025,293.50,N.A.,293.50,56.33,82
ASSAM,PETROLEUM,149,DCU REVAMP PROJECT,NRL,N16000511,8/2021,3/2025,N.A.,10/2025,370.00,N.A.,370.00,167.32,36.3
ASSAM,PETROLEUM,150,PIPELINE NETWORK PROJECT RUDRASAGAR,ONGC,N16000528,1/2023,4/2026,N.A.,4/2026,344.99,N.A.,344.99,139.92,41.1
ASSAM,PETROLEUM,151,BORHOLLA GGS LIFE EXTENSION PROJECT,ONGC,N16000532,9/2023,5/2026,N.A.,5/2026,198.70,N.A.,198.70,3.10,4.6
ASSAM,RAILWAYS,152,BONGAIGAON-GOALPARA- GUWAHATI (176 KM),NFR,N22000388,4/2015,3/2022,N.A.,3/2027,"2,232.32",N.A.,"4,983.94","3,519.21",92
ASSAM,ROAD TRANSPORT AND,153,SILCHAR VAIRENGTE SAIRANG ROAD PKG-1,NHIDCL,N24002127,2/2023,7/2026,N.A.,7/2026,"1,256.90",N.A.,"1,256.90",385.75,16.52
ASSAM,ROAD TRANSPORT AND,154,SILCHAR VAIRENGTE SAIRANG ROAD PKG-2,NHIDCL,N24002128,3/2023,8/2026,N.A.,8/2026,"1,716.21",N.A.,"1,716.21",745.26,38.26
ASSAM,ROAD TRANSPORT AND,155,FOUR LANNING OF BADARPUR BYPASS FROM DESIGN CHAINAGE KM 27+300 AT CROSSING WITH NH-6,NHIDCL,N24002129,2/2023,8/2026,N.A.,8/2026,574.26,N.A.,574.26,192.05,23.85
ASSAM,ROAD TRANSPORT AND,156,TAMENGLONG- MAHUR ROAD PKG-7,NHIDCL,N24002130,12/2023,3/2026,N.A.,3/2026,846.82,N.A.,846.82,298.87,35.99
ASSAM,ROAD TRANSPORT AND,157,CONSTRUCTION OF 4-LANE PANCHGRAM BYPASS FROM DESIGN CHAINAGE KM 15+500 ON NH-37 (OLD NH-53) AT KALIN,NHIDCL,N24002154,3/2023,2/2027,N.A.,2/2027,728.97,N.A.,728.97,91.63,10.8
ASSAM,ROAD TRANSPORT AND,158,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER FROM KM 55+000 (NAGABANG GAMSUK) TO KM 82+514 (OY,NHIDCL,N24002155,3/2023,3/2027,N.A.,3/2027,665.47,N.A.,665.47,73.06,0
ASSAM,ROAD TRANSPORT AND,159,4 LANING OF JORHAT TO JHANJI SECTION FROM KM. 453.00 TO KM. 491.08 (DESIGN KM 403.200 TO KM 454.240),NHIDCL,N24000319,6/2015,8/2023,N.A.,12/2024,437.39,N.A.,437.39,359.75,34.63
ASSAM,ROAD TRANSPORT AND,160,FOUR LANING OF JHANJHI JN TO DEMOW SECTION FROM KM. 491.050 TO KM. 535.250(DESIGN KM 490.800 TO KM 5,NHIDCL,N24000320,6/2015,3/2024,N.A.,10/2025,463.49,N.A.,463.49,369.29,5.51
ASSAM,ROAD TRANSPORT AND,161,4 LANING FROM JAMUGURI TO BISWANATH CHARIALI FROM KM 182 TO KM 208 OF NH-52,NHIDCL,N24000431,1/1991,6/2019,Jun-19,3/2025,520.01,N.A.,520.01,305.00,90.01
ASSAM,ROAD TRANSPORT AND,162,4 LANING FROM RANGAGARA TO KALIABHOR TINALI FROM KM 297.00 TO KM 315.315 OF NH-37 ON EPC BASIS.,NHIDCL,N24000438,12/2015,12/2018,Jul-21,3/2025,289.99,N.A.,289.99,232.68,87.62
ASSAM,ROAD TRANSPORT AND,163,4 LANING OF NH-37 SECTION BETWEEN DEMOW TO END OF MORAN BYPASS (FROM KM. 534.800 TO KM. 561.700) O,NHIDCL,N24000582,1/2016,1/2016,N.A.,12/2024,294.17,N.A.,294.17,305.18,51.24
ASSAM,ROAD TRANSPORT AND,164,4 LANING OF NH 37 SECTION BETWEEN END OF MORAN BYPASS TO BOGIBEEL JUNCTION NEAR LAPETKETA (KM. 561,NHIDCL,N24000583,1/2016,12/2021,N.A.,3/2025,252.00,N.A.,330.30,146.28,18.64
ASSAM,ROAD TRANSPORT AND,165,FOUR LANING OF BALACHERA- HARANGAJAO SECTION OF NH- 54 (EXT) FROM KM 275.00 TO KM 244.000 IN THE STATE,NHIDCL,N24000902,10/2017,6/2020,Dec-23,4/2024,818.00,887.68,887.68,874.30,100
ASSAM,ROAD TRANSPORT AND,166,4-LANING OF HAPACHARA - TULUNGIA SECTION,NHIDCL,N24001246,3/2020,12/2022,N.A.,6/2024,220.20,N.A.,220.20,216.11,97.76
ASSAM,ROAD TRANSPORT AND,167,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER FROM CH.75.330KM TO CH.88.00KM (DESIGN CH.71.800,NHIDCL,N24001248,8/2020,4/2022,N.A.,7/2024,208.84,N.A.,208.84,193.59,100
ASSAM,ROAD TRANSPORT AND,168,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- IB),NHIDCL,N24001269,3/2020,3/2022,Jan-25,1/2025,216.49,241.52,216.49,104.36,79.94
ASSAM,ROAD TRANSPORT AND,169,4-L DHUBRI PHULBARI BRIDGE WITH APPROACH ROAD,NHIDCL,N24001326,11/2020,9/2028,N.A.,9/2028,"4,997.04",N.A.,"4,997.04","2,143.54",54.05
ASSAM,ROAD TRANSPORT AND,170,2-LANING FROM YAINGANGPOKPI TO FINCH CORNER (PKG-I),NHIDCL,N24001331,3/2020,6/2022,May-25,5/2025,261.13,N.A.,261.13,64.96,54.7
ASSAM,ROAD TRANSPORT AND,171,2-LANING FROM YAINGANGPOKPI TO FINCH CORNER (PKG-II),NHIDCL,N24001332,3/2020,6/2022,Apr-25,4/2025,217.50,N.A.,217.50,84.36,64.52
ASSAM,ROAD TRANSPORT AND,172,DABOKA KATHKATI PACKAGE-5,NHIDCL,N24001366,3/2021,1/2023,N.A.,11/2024,288.85,N.A.,288.85,244.33,99.3
ASSAM,ROAD TRANSPORT AND,173,TULUNGIA-JOGIGHOPA-PAIKAN ROAD PKG-7,NHIDCL,N24001368,3/2021,1/2024,N.A.,10/2025,286.72,N.A.,286.72,88.25,38.02
ASSAM,ROAD TRANSPORT AND,174,CONSTRUCTION OF 2-LANE MAJOR BRIDGE INCLUDING APPROACHESOVER BRAHMAPUTRA BETWEEN MAJULI ON NORTH BAN,MoRTH,N24001408,2/2021,7/2025,N.A.,7/2025,925.47,N.A.,925.47,192.50,30.65
ASSAM,ROAD TRANSPORT AND,175,"6L FLYOVER AT BORAGAON, GORCHUK, LOKHRA AND BASISTHA JUNCTION ON GUWAHATI BYPASS SECTION FROM KM 146",NHAI,N24001432,12/2021,8/2024,Mar-24,8/2024,300.00,N.A.,300.00,297.62,100
ASSAM,ROAD TRANSPORT AND,176,JOGIGHOPA BRIDGE,NHIDCL,N24001434,8/2021,11/2024,N.A.,12/2026,746.76,N.A.,746.76,300.70,59.11
ASSAM,ROAD TRANSPORT AND,177,DABOKA KATHKATI PACKAGE-6,NHIDCL,N24001450,9/2021,7/2024,N.A.,12/2024,625.64,N.A.,625.64,472.86,86.74
ASSAM,ROAD TRANSPORT AND,178,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-1,NHIDCL,N24001451,3/2022,7/2024,N.A.,10/2024,215.27,N.A.,215.27,151.00,100
ASSAM,ROAD TRANSPORT AND,179,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-2,NHIDCL,N24001452,4/2022,7/2024,N.A.,8/2024,170.95,N.A.,170.95,125.71,100
ASSAM,ROAD TRANSPORT AND,180,DABOKA KATHKATI PACKAGE-7,NHIDCL,N24001537,11/2021,7/2024,N.A.,12/2024,204.10,N.A.,204.10,127.88,85.2
ASSAM,ROAD TRANSPORT AND,181,FOUR LANING OF SRIRAMPUR- DHUBRI PKG-2,NHIDCL,N24001544,3/2022,1/2025,N.A.,1/2025,909.02,N.A.,909.02,410.95,84.43
ASSAM,ROAD TRANSPORT AND,182,"6L STANDALONE FLYOVERS AT RAHA, DEMOW, BORGHAT, KATHIATALI JUNCTIONS AND ROB AT JAGIROAD ON STRETCHE",NHAI,N24001545,8/2022,12/2022,Sep-24,6/2024,175.00,N.A.,175.00,178.56,99.94
ASSAM,ROAD TRANSPORT AND,183,BALANCE WORK OF 4L OF NARIMBANGLO?JATINGA JUNCTION- HARANGAJO ROAD SECTION FROM KM 0.000 TO KM 49.23,NHAI,N24001547,3/2022,1/2026,N.A.,1/2026,"1,909.98",N.A.,"1,909.98",480.84,55.76
ASSAM,ROAD TRANSPORT AND,184,"6L STANDALONE FLYOVERS AT BONGAIGAON, CHAPAGURI, PATHSALA, SIMLAGURI CHOWK AND BAIHATA BYPASS JUNCTI",NHAI,N24001548,3/2022,6/2024,N.A.,12/2024,457.72,N.A.,457.72,315.13,97.35
ASSAM,ROAD TRANSPORT AND,185,SRIRAMPUR - DHUBRI PKG-1,NHIDCL,N24001831,3/2022,2/2025,N.A.,11/2026,613.89,N.A.,613.89,17.15,0
ASSAM,ROAD TRANSPORT AND,186,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-3,NHIDCL,N24001832,1/2023,5/2025,N.A.,5/2025,458.59,N.A.,458.59,153.42,45.75
ASSAM,ROAD TRANSPORT AND,187,CONSTRUCTION OF MANGALDOI BYPASS (NH-15) STARTING AT CH 26+400 AND TERMINATING AT CH 41+505 UNDER RA,MoRTH,N24001840,3/2022,4/2025,N.A.,4/2025,535.03,N.A.,535.03,4.07,10.6
ASSAM,ROAD TRANSPORT AND,188,WIDENING AND UPGRADATION TO TWO LANES WITH PAVED SHOULDERS ROAD FROM TAMENGLONG TO MAHUR (NH- 137) I,NHIDCL,N24001969,3/2023,8/2025,N.A.,8/2025,904.04,N.A.,904.04,315.50,43.14
ASSAM,ROAD TRANSPORT AND,189,WIDENING AND UPGRADATION TO TWO LANES WITH PAVED SHOULDERS ROAD FROM TAMENGLONG TO MAHUR (NH- 137) IN,NHIDCL,N24001970,3/2023,8/2025,N.A.,8/2025,860.37,N.A.,860.37,297.33,40.85
ASSAM,ROAD TRANSPORT AND,190,WIDENING AND UPGRADATION TO TWO LANES WITH PAVED SHOULDERS ROAD FROM TAMENGLONG TO MAHUR (NH- 137) IN,NHIDCL,N24001971,3/2023,8/2025,N.A.,8/2025,890.33,N.A.,890.33,358.92,38.35
ASSAM,ROAD TRANSPORT AND,191,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER FROM KM 0+800 (KANDULIJAN GAON) TO KM 27+701 (SI,NHIDCL,N24001972,3/2023,4/2026,N.A.,4/2026,609.16,N.A.,609.16,197.98,63.64
ASSAM,ROAD TRANSPORT AND,192,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER FROM KM 27+701 (SIMEN CHAPORI) TO KM 55+000 (NAG,NHIDCL,N24001973,3/2023,2/2026,N.A.,2/2026,562.05,N.A.,562.05,196.68,63.88
ASSAM,ROAD TRANSPORT AND,193,BILASIPURA-GUWAHATI ROAD PKG-8,NHIDCL,N24002021,3/2023,12/2026,N.A.,12/2026,"1,457.59",N.A.,"1,457.59",377.91,26.52
ASSAM,ROAD TRANSPORT AND,194,BILASIPURA-GUWAHATI ROAD PKG-9,NHIDCL,N24002022,3/2023,6/2026,N.A.,6/2026,"1,000.27",N.A.,"1,000.27",212.65,11.92
ASSAM,ROAD TRANSPORT AND,195,BILASIPURA-GUWAHATI ROAD PKG-10,NHIDCL,N24002023,3/2023,6/2026,N.A.,6/2026,"1,264.90",N.A.,"1,264.90",309.48,15.66
ASSAM,ROAD TRANSPORT AND,196,DABOKA BYPASS OF DABOKA - PAROKHAOWA PKG -1,NHIDCL,N24002024,1/2023,11/2025,N.A.,11/2025,516.88,N.A.,516.88,179.87,55.11
ASSAM,ROAD TRANSPORT AND,197,2 LANE WITH PAVED SHOULDER FROM KM 16+900 (BOGAPANI) TO KM 27+150 (GOLAI GAON) ON EXISTING DIBRUGARH,NHIDCL,N24002025,1/2023,12/2025,N.A.,12/2025,356.65,N.A.,356.65,115.34,6.3
ASSAM,ROAD TRANSPORT AND,198,2 LANE WITH PAVED SHOULDER FROM KM 27+150 (GOLAI GAON) TO KM 47+682 (LEDO) ON EXISTING DIBRUGARH TO,NHIDCL,N24002026,3/2023,12/2025,N.A.,12/2025,643.42,N.A.,643.42,67.22,8.75
ASSAM,ROAD TRANSPORT AND,199,DEVELOPMENT OF EXTERNAL TRUNK CONNECTIVITY AND INTERNAL INFRASTRUCTURE WORKS AT MULTI MODEL LOGISTIC,NHIDCL,N24002030,2/2020,3/2022,N.A.,9/2024,592.06,N.A.,592.06,304.22,100
BIHAR,CIVIL AVIATION,200,"CONSTRUCTION OF NEW DORNESTIC TERMINAL BUILDING AND OTHER STRUCTURES, PHASE I AND II",AAI,N04000082,5/2018,10/2022,Jun-25,6/2025,"1,216.90",N.A.,"1,216.90",840.93,74.3
BIHAR,CIVIL AVIATION,201,"DARBHANGA:DEVELOPMENT OF NEW CIVIL ENCLAVE AT DARBHANGA, BIHAR. SH- CONSTRUCTION OF NEW TERMINAL BUI",AAI,N04000112,7/2024,7/2026,N.A.,7/2026,911.66,N.A.,911.66,5.16,0
BIHAR,DEPARTMENT OF HIGHER EDUCATION,202,CONSTRUCTION OF ACADEMIC AND RESIDENTIAL COMPLEX UNDER PHASE-II FOR THE CAMPUS OF IIT PATNA,CPWD EDUCATION,N28000100,2/2016,6/2017,N.A.,1/2024,496.18,496.00,460.00,436.15,100
BIHAR,DEPARTMENT OF HIGHER EDUCATION,203,PERMANENT CAMPUS FOR IIM BODH GAYA,CPWD EDUCATION,N42000009,9/2018,9/2020,N.A.,11/2024,375.00,N.A.,375.00,332.16,99.1
BIHAR,PETROLEUM,204,BARAUNI REFINERY CAPACITY EXPANSION FROM 6.0 TO 9.0 MMTPA,IOCL,N16000386,1/2020,4/2023,Dec-24,12/2025,"14,810.00",N.A.,"14,810.00","10,030.12",81.1
BIHAR,PETROLEUM,205,"CGD PROJECT AT KHAGARIA, SAHARSA AND MADHEPURA",IOCL,N16000423,6/2019,12/2029,Mar-30,3/2030,163.00,N.A.,163.00,84.87,23.5
BIHAR,PETROLEUM,206,INSTALLATION OF BITUMEN MANUFACTURING UNIT ALONG WITH ALLIED FACILITIES AT BARAUNI,IOCL,N16000453,1/2022,4/2025,N.A.,4/2025,389.00,N.A.,389.00,26.43,20.9
BIHAR,PETROLEUM,207,CITY GAS DISTRIBUTION PROJECTS AT GOPALGANJ SIWAN WEST CHAMPARAN EAST CHAMPARAN AND DEORIA DISTRICTS,BPCL,N16000523,12/2022,6/2030,N.A.,6/2030,"3,919.00",N.A.,"3,919.00",201.68,12.6
BIHAR,PETROLEUM,208,"CITY GAS DISTRIBUTION PROJECTS AT DARBHANGA, MADHUBANI, SUPAUL, SITAMARHI AND SHEOHAR DISTRICTS",BPCL,N16000524,12/2022,3/2030,N.A.,3/2030,"3,638.00",N.A.,"3,638.00",233.69,13.7
